,title,price,link
342,ASUS EeeBook 14 with NumberPad Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV103WS Thin ...,"₹26,990",/asus-eeebook-14-numberpad-pentium-silver-8-gb-256-gb-ssd-windows-11-home-e410ka-bv103ws-thin-light-laptop/p/itmd033233d8bf9d?pid=COMGB6DZZZH3JW2H&lid=LSTCOMGB6DZZZH3JW2H4UTGF7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_343&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMGB6DZZZH3JW2H.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
343,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_344&otracker=search&fm=organic&iid=en_doMYIAUnG%2B4ywQjXwdTXhgK0wjsmdxS995nLhQ4aMrDCeY7c9GNdsQOSLjt8b7HAL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
344,MSI Prestige 15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) Prestige 15 A10SC-...,"₹71,990",/msi-prestige-15-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-4-graphics-a10sc-239in-thin-light-laptop/p/itm070ca9f1628ef?pid=COMFMJDVKEMKN4HE&lid=LSTCOMFMJDVKEMKN4HELPHXUF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_345&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMFMJDVKEMKN4HE.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
345,Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹23,990",/infinix-x1-slim-series-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itma1003dc991f9f?pid=COMGEHP5EFEGWZW5&lid=LSTCOMGEHP5EFEGWZW5AGHTBE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_346&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMGEHP5EFEGWZW5.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
346,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,"₹1,64,990",/apple-macbook-pro-touch-bar-core-i5-10th-gen-16-gb-1-tb-ssd-mac-os-catalina-mwp82hn-a/p/itmbcb1d64fe60c6?pid=COMFRZ3NESZHBG9Z&lid=LSTCOMFRZ3NESZHBG9ZV56B85&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_347&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMFRZ3NESZHBG9Z.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
347,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_348&otracker=search&fm=organic&iid=en_doMYIAUnG%2B4ywQjXwdTXhgK0wjsmdxS995nLhQ4aMrC4tgXAeliI9H0Jx%2FaAyZZHDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
348,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹63,890",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_349&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMGBNFUWPH6F56F.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
349,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,31,990",/asus-tuf-gaming-f15-2022-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-300-hz-fx507zm-hf068ws-laptop/p/itme984c0773cf83?pid=COMGCZUJBJFWGGYD&lid=LSTCOMGCZUJBJFWGGYDHXY7PK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_350&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMGCZUJBJFWGGYD.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
350,ASUS Touchscreen Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EZ311WS Laptop,"₹49,390",/asus-touchscreen-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1502za-ez311ws-laptop/p/itm8e62414f2e08c?pid=COMGHH37EFVWF9KV&lid=LSTCOMGHH37EFVWF9KVVBIZPT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_351&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMGHH37EFVWF9KV.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
351,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_352&otracker=search&fm=organic&iid=en_doMYIAUnG%2B4ywQjXwdTXhgK0wjsmdxS995nLhQ4aMrCy1opFtUgacLJve1aKpzzAvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
352,DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop,"₹40,590",/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itmc295fd12568b5?pid=COMG55HHKFYVQMC5&lid=LSTCOMG55HHKFYVQMC5BZT1FN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_353&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMG55HHKFYVQMC5.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
353,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L5...,"₹63,890",/asus-vivobook-k15-oled-2022-core-i5-11th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-k513ea-l523ts-thin-light-laptop/p/itmabb4a800c18d0?pid=COMG5NH6HEXAS2Y9&lid=LSTCOMG5NH6HEXAS2Y9APFMCQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_354&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMG5NH6HEXAS2Y9.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
354,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Gr...,"₹74,890",/hp-pavilion-gaming-ryzen-7-octa-core-amd-r7-4800h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-1650ti-144-hz-15-ec1512ax-laptop/p/itmc86ddf2406f18?pid=COMG329PDCH8B6RE&lid=LSTCOMG329PDCH8B6RESYHY7R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_355&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMG329PDCH8B6RE.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
355,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_356&otracker=search&fm=organic&iid=en_doMYIAUnG%2B4ywQjXwdTXhgK0wjsmdxS995nLhQ4aMrAOAdPXqVBpsw5LZT3LHbp4ifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
356,ASUS ROG Zephyrus G15 Ryzen 9 Octa Core AMD R9-6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/...,"₹1,94,890",/asus-rog-zephyrus-g15-ryzen-9-octa-core-amd-r9-6900hs-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-ga503rw-ln067ws-gaming-laptop/p/itmf85f93675eadd?pid=COMGFWCYZ3GYT3WZ&lid=LSTCOMGFWCYZ3GYT3WZCJN5AD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_357&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMGFWCYZ3GYT3WZ.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
357,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,"₹1,89,890",/asus-rog-strix-g15-2022-90whr-battery-ryzen-9-octa-core-6900hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-g513rw-hq148ws-gaming-laptop/p/itme21e6eeb83895?pid=COMGGYY3CPAZTY8A&lid=LSTCOMGGYY3CPAZTY8AS71WF0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_358&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMGGYY3CPAZTY8A.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
358,HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop,"₹63,890",/hp-pavilion-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-15-eg0547tu-thin-light-laptop/p/itma0c3ef51e68a9?pid=COMG67BXZD9TPPFE&lid=LSTCOMG67BXZD9TPPFEHQ1OV8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_359&otracker=search&fm=organic&iid=6136ec64-e725-443c-8384-8a3925e40810.COMG67BXZD9TPPFE.SEARCH&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
359,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹64,890",/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-gaming3-16ach6d2-laptop/p/itme8788e71e5e2b?pid=COMGGMRSDDRGKFGU&lid=LSTCOMGGMRSDDRGKFGUT5XTRV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_15_360&otracker=search&fm=organic&iid=en_doMYIAUnG%2B4ywQjXwdTXhgK0wjsmdxS995nLhQ4aMrBpJ0OR7FD2iJqzFk4JV0uhmKvPlQKlTiHo8AynXsWSew%3D%3D&ppt=None&ppn=None&ssid=yxmu3hp26o0000001663996624590&qH=c06ea84a1e3dc3c6
360,DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop,"₹40,990",/dell-vostro-core-i3-11th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itm5bc6413371cea?pid=COMG666GNPZQ6HGC&lid=LSTCOMG666GNPZQ6HGCDKNWIA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_361&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMG666GNPZQ6HGC.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
361,HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Lap...,"₹53,890",/hp-pavilion-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-15-eh2018au-thin-light-laptop/p/itmcc2338c9ebf6f?pid=COMGCGST8ZYGUDGT&lid=LSTCOMGCGST8ZYGUDGTGBWB2Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_362&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMGCGST8ZYGUDGT.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
362,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_363&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMG3HHRMGSUZATZ.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
363,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_364&otracker=search&fm=organic&iid=en_CIj%2FXkQwq7i0LYnR2ovJK8qlxGgOG%2F%2F6zLxHhDhYTfhiG7brJpHU1bE2V%2FwJFBpFIISCW0zrU1nCJjOd%2FRaRgA%3D%3D&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
364,MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/360 Hz...,"₹1,90,890",/msi-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-360-hz-vector-gp76-12ugso-868in-gaming-laptop/p/itm857f643254989?pid=COMGGZ23ZYU47MS7&lid=LSTCOMGGZ23ZYU47MS7FACMGI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_365&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMGGZ23ZYU47MS7.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
365,DELL Inspiron Ryzen 7 Octa Core 5825U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Notebook,"₹63,590",/dell-inspiron-ryzen-7-octa-core-5825u-8-gb-512-gb-ssd-windows-11-home-3525-notebook/p/itmf0a82db0f2500?pid=COMGD436X2AWBFVT&lid=LSTCOMGD436X2AWBFVTBFYPXD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_366&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMGD436X2AWBFVT.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
366,acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light ...,"₹68,990",/acer-intel-evo-swift-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-sf514-55ta-thin-light-laptop/p/itm2615edee79ad5?pid=COMG8ZERNFVMXU8Z&lid=LSTCOMG8ZERNFVMXU8ZUHPCYV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_367&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMG8ZERNFVMXU8Z.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
367,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_368&otracker=search&fm=organic&iid=en_CIj%2FXkQwq7i0LYnR2ovJK8qlxGgOG%2F%2F6zLxHhDhYTfj3hr45LhlsxbK7gfX2vUjyL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
368,HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹64,890",/hp-pavilion-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-3050-144-hz-15-ec2145ax-gaming-laptop/p/itmbb28e8f26e4d1?pid=COMG92FXBNZSKYBD&lid=LSTCOMG92FXBNZSKYBDB8CIDK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_369&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMG92FXBNZSKYBD.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
369,ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹76,890",/asus-rog-strix-g15-ryzen-7-octa-core-amd-r7-4800h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-g513ih-hn086t-gaming-laptop/p/itm2b93a4b3d7a76?pid=COMG5C28GFMZGXBR&lid=LSTCOMG5C28GFMZGXBR4SKK9R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_370&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMG5C28GFMZGXBR.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
370,DELL Vostro Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,"₹35,057",/dell-vostro-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-3401-thin-light-laptop/p/itmc642d8d7baaf4?pid=COMGYCG8HYX7CGQE&lid=LSTCOMGYCG8HYX7CGQEB6FI6Y&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_371&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMGYCG8HYX7CGQE.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
371,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹54,890",/asus-tuf-gaming-a15-ryzen-5-hexa-core-amd-r5-4600h-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-144-hz-fa506ihrz-hn112w-laptop/p/itm20d472c5059c0?pid=COMGGJZFJRZY45WX&lid=LSTCOMGGJZFJRZY45WXD02LFG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_372&otracker=search&fm=organic&iid=en_CIj%2FXkQwq7i0LYnR2ovJK8qlxGgOG%2F%2F6zLxHhDhYTfhChFARRROmfp05%2FL9PvYwRDgM%2Fy%2BpZK%2BFBmxUGjT0Reg%3D%3D&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
372,ASUS Ryzen 5 Dual Core 5th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹51,890",/asus-ryzen-5-dual-core-5th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-tuf-a15-fa506ihrb-hn079w-gaming-laptop/p/itm92a046d9b56ea?pid=COMGEWY45BMTDPET&lid=LSTCOMGEWY45BMTDPETRQALVQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_373&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMGEWY45BMTDPET.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
373,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 11 ...,"₹99,890",/asus-tuf-gaming-a15-90whr-battery-ryzen-9-octa-core-amd-r9-5900hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-fa506qm-hn124w-laptop/p/itmd56f46c8189d2?pid=COMGFWCYMZRHCHU9&lid=LSTCOMGFWCYMZRHCHU9YTJSTK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_374&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMGFWCYMZRHCHU9.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
374,Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹23,990",/infinix-x1-slim-series-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm15453bfe1ca7c?pid=COMGEHP5PURKASZZ&lid=LSTCOMGEHP5PURKASZZ2IOOD3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_375&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMGEHP5PURKASZZ.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
375,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_376&otracker=search&fm=organic&iid=en_CIj%2FXkQwq7i0LYnR2ovJK8qlxGgOG%2F%2F6zLxHhDhYTfgtI28fL9xOuu6H9NWDBdvAL5kqRP45OJvGMF1rCcADBw%3D%3D&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
376,Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹56,990",/lenovo-ideapad-5-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itm1640f330627db?pid=COMG72M9CB5JYAKM&lid=LSTCOMG72M9CB5JYAKMZMG9WH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_377&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMG72M9CB5JYAKM.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
377,Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,"₹29,890",/infinix-inbook-x1-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-xl11-thin-light-laptop/p/itm31001568d44e2?pid=COMG8Z3HYFECKTU7&lid=LSTCOMG8Z3HYFECKTU78DBGXC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_16_378&otracker=search&fm=organic&iid=ce761559-f90c-4bd6-ac85-0150792756b3.COMG8Z3HYFECKTU7.SEARCH&ppt=None&ppn=None&ssid=b2sjtmzs4g0000001663996628260&qH=c06ea84a1e3dc3c6
